mode;RMSE_N_m;RMSE_E_m;RMSE_D_m;RMSE_3D_m
INS;1353.502845438137;183.23819004532706;523.2400012132656;1462.6435949232057
INS+EKF;1.0401888701889792;0.5974488414188575;0.3701500947808205;1.2553681119273383
