mode;RMSE_N_m;RMSE_E_m;RMSE_D_m;RMSE_3D_m
INS;285.1084736137364;200.80910010888957;796.5379699570334;869.5308355637356
INS+EKF;1.618781801535206;0.8773866376048294;1.4495989199628305;2.343416066682671
